Gene stable ID	UniProtKB Gene Name ID	Gene name
ENSMUSG00000057229	Q9D7K5	Dmac2
ENSMUSG00000020949	Q3UBU9	Fkbp3
ENSMUSG00000020949	A0A1Y7VLV3	Fkbp3
ENSMUSG00000020949	A0A1Y7VLK0	Fkbp3
ENSMUSG00000020949	A0A1Y7VMJ9	Fkbp3
ENSMUSG00000020949	Q62446	Fkbp3
ENSMUSG00000055547	Q497M3	Apobec4
ENSMUSG00000087033		Gm14155
ENSMUSG00000032059	E0CZ10	Alg9
ENSMUSG00000032059	H3BJ25	Alg9
ENSMUSG00000032059	E0CZF3	Alg9
ENSMUSG00000032059	Q8VDI9	Alg9
ENSMUSG00000082237		Olfr1172-ps1
ENSMUSG00000012187	D3Z6K9	Mogat1
ENSMUSG00000012187	D3YW64	Mogat1
ENSMUSG00000012187	D3YZB8	Mogat1
ENSMUSG00000012187	Q91ZV4	Mogat1
ENSMUSG00000103120		Gm37392
ENSMUSG00000087681		Gm13565
ENSMUSG00000016252	Q545F5	Atp5f1e
ENSMUSG00000016252	P56382	Atp5f1e
ENSMUSG00000112329		Gm47908
ENSMUSG00000088843		Gm26357
ENSMUSG00000045391		1700120B22Rik
ENSMUSG00000087422		Gm13564
ENSMUSG00002076739		Gm55128
ENSMUSG00000075132	Q7TR24	Or5d43
ENSMUSG00000019785	A0A1W2P7U8	Clvs2
ENSMUSG00000019785	Q8BG92	Clvs2
ENSMUSG00000080713	A0A2I3BPQ2	Or5d44
ENSMUSG00000083855	A0A2I3BRN4	Or5d45
ENSMUSG00002076037		Gm54951
ENSMUSG00002075976		Gm54953
ENSMUSG00000092847		Mir344d-1
ENSMUSG00000119641		Mir344d-2
ENSMUSG00000032852	Q0P5Y9	Rspo4
ENSMUSG00000032852	Q8BJ73	Rspo4
ENSMUSG00000059479	A0A0U1RPU4	B3gnt8
ENSMUSG00000059479	Q8R3I9	B3gnt8
ENSMUSG00000025813	E9Q4F9	Homer2
ENSMUSG00000025813	A0A140LJ06	Homer2
ENSMUSG00000025813	A0A140LHR9	Homer2
ENSMUSG00000025813	Q9QWW1	Homer2
ENSMUSG00000008475	Q3UA72	Arpc5
ENSMUSG00000008475	Q9CPW4	Arpc5
ENSMUSG00000082667		Gm11348
ENSMUSG00000048978	P97799	Nrsn1
ENSMUSG00000050023	Q8VG40	Or5d46
ENSMUSG00000038195	Q14AQ2	Rilp
ENSMUSG00000038195	Q5ND29	Rilp
ENSMUSG00000027304	A2AQ19	Rtf1
ENSMUSG00000114427		F830002E08Rik
ENSMUSG00000083919		Tpi-rs8
ENSMUSG00000080840		Gm11349
ENSMUSG00000082161		Gm11350
ENSMUSG00000086531		Gm11351
ENSMUSG00000077461		Gm26420
ENSMUSG00000106619		Gm9353
ENSMUSG00000104902		Gm30517
ENSMUSG00000105662		Gm6639
ENSMUSG00000112248		Gm47910
ENSMUSG00000084358		Gm11352
ENSMUSG00000084811		1700092E19Rik
ENSMUSG00000112369		Gm47911
ENSMUSG00000099364		5730419F03Rik
ENSMUSG00000090087		Gm15939
ENSMUSG00000100562		Gm29611
ENSMUSG00000112656		Gm47929
ENSMUSG00000056870	E0CX89	Gulp1
ENSMUSG00000056870	E0CXC5	Gulp1
ENSMUSG00000056870	Q8K2A1	Gulp1
ENSMUSG00000090298	G5E904	Sult3a2
ENSMUSG00002076166		Gm54536
ENSMUSG00000077379		Gm25170
ENSMUSG00000114660		Gm47881
ENSMUSG00000084256		Gm14976
ENSMUSG00000083999		Gm7790
ENSMUSG00000060198		Gm11353
ENSMUSG00000081072		Gm14977
ENSMUSG00000034471	A0A0A0MQF9	Caskin2
ENSMUSG00000034471	F6R2B3	Caskin2
ENSMUSG00000034471	Q8VHK1	Caskin2
ENSMUSG00000082117		Gm4994
ENSMUSG00000114225		Gm47883
ENSMUSG00000082205		Gm7058
ENSMUSG00000082537		Gm14981
ENSMUSG00000045835	Q2VPR5	Hdgfl1
ENSMUSG00000089128		Gm26406
ENSMUSG00000077628		Gm23768
ENSMUSG00000032332	E9PX70	Col12a1
ENSMUSG00000119567		Gm25696
ENSMUSG00002076316		Gm54537
ENSMUSG00000083177		Gm7820
ENSMUSG00000071343		Gm10327
ENSMUSG00000027955	D3YXF7	Gask1b
ENSMUSG00000027955	Q3UPI1	Gask1b
ENSMUSG00000114342		4921520N01Rik
ENSMUSG00000083205		Gm7821
ENSMUSG00000093219		Mir3113
ENSMUSG00000081653		Gm11354
ENSMUSG00000082905		Gm7823
ENSMUSG00000083858		Gm14979
ENSMUSG00000069668	Q059N0	Sult3a1
ENSMUSG00002076200		Gm54538
ENSMUSG00000083062		Gm14980
ENSMUSG00000057649	A0A1Y7VNT5	Brd9
ENSMUSG00000057649	A0A0R4J175	Brd9
ENSMUSG00000057649	A0A1Y7VN62	Brd9
ENSMUSG00000057649	Q3UQU0	Brd9
ENSMUSG00000114157		Gm47870
ENSMUSG00000016150	A2ANM0	Tenm1
ENSMUSG00000016150	A2ANL9	Tenm1
ENSMUSG00000016150	Q9WTS4	Tenm1
ENSMUSG00000066392	E9Q2X2	Nrxn3
ENSMUSG00000066392	A0A5F8MPQ9	Nrxn3
ENSMUSG00000066392	E9Q3Q4	Nrxn3
ENSMUSG00000066392	A0A087WPQ9	Nrxn3
ENSMUSG00000066392	Q6P9K9	Nrxn3
ENSMUSG00000066392	Q8C985	Nrxn3
ENSMUSG00000022041	Q91X60	Chrna2
ENSMUSG00000086620		Rspo4os
ENSMUSG00000075128	A0A2I3BPX0	Or5d3
ENSMUSG00000075128	A0A2I3BR26	Or5d3
ENSMUSG00000000394	A2AS86	Gcg
ENSMUSG00000000394	P55095	Gcg
ENSMUSG00000112447		Gm47935
ENSMUSG00000103181		A330069K06Rik
ENSMUSG00000112534		Gm47940
ENSMUSG00000039887	A0A0G2JEQ0	Alg14
ENSMUSG00000039887	A0A0G2JEH5	Alg14
ENSMUSG00000039887	A0A0G2JF20	Alg14
ENSMUSG00000039887	Q9D081	Alg14
ENSMUSG00000020056	G3UWG7	Washc3
ENSMUSG00000020056	S4R1K7	Washc3
ENSMUSG00000020056	S4R287	Washc3
ENSMUSG00000020056	S4R1P7	Washc3
ENSMUSG00000020056	Q9CR27	Washc3
ENSMUSG00000103193		Gm19066
ENSMUSG00000105307		Gm43839
ENSMUSG00002075985		Gm54577
ENSMUSG00000103154		Gm38295
ENSMUSG00000103929		Gm37892
ENSMUSG00000059456	Q3UDE9	Ptk2b
ENSMUSG00000059456	E9Q2A6	Ptk2b
ENSMUSG00000059456	K7QD41	Ptk2b
ENSMUSG00000059456	Q9QVP9	Ptk2b
ENSMUSG00000102379		Gm37971
ENSMUSG00000087123		Gm6706
ENSMUSG00000064722		Gm25857
ENSMUSG00000056995	Q7TR20	Or4p7
ENSMUSG00000037400	A0A0G2JE89	Atp11b
ENSMUSG00000037400	Q6DFW5	Atp11b
ENSMUSG00000079478	Q545N1	Znrd2
ENSMUSG00000079478	E0CYU9	Znrd2
ENSMUSG00000079478	P56873	Znrd2
ENSMUSG00000016257	B0QZU2	Prelid3b
ENSMUSG00000016257	B0QZU3	Prelid3b
ENSMUSG00000016257	Q9CYY7	Prelid3b
ENSMUSG00000082860		Gm13204
ENSMUSG00000087217		Gm13209
ENSMUSG00000006442	Q543H0	Srm
ENSMUSG00000006442	Q64674	Srm
ENSMUSG00000109394		A230057D06Rik
ENSMUSG00000033417	E9PV69	Cacul1
ENSMUSG00000033417	Q8R0X2	Cacul1
ENSMUSG00002076324		Gm54958
ENSMUSG00000038188	B7ZC28	Scarf1
ENSMUSG00000038188	D6RJK6	Scarf1
ENSMUSG00000038188	Q5ND28	Scarf1
ENSMUSG00000109194		Gm44570
ENSMUSG00002076632		Gm54959
ENSMUSG00000102319		Gm37626
ENSMUSG00000109519		Gm18806
ENSMUSG00000089877		Gm16102
ENSMUSG00002075860		Gm54960
ENSMUSG00000101701		4930521E06Rik
ENSMUSG00000119499		Mir344d-3
ENSMUSG00002076260		Gm54961
ENSMUSG00000103071		Gm38110
ENSMUSG00000077869		Mir344e
ENSMUSG00000100434		Gm3489
ENSMUSG00000027296	Q8R071	Itpka
ENSMUSG00000100013		Gm19480
ENSMUSG00000060376	A0A0U1RPK5	Bckdha
ENSMUSG00000060376	Q3U3J1	Bckdha
ENSMUSG00000101251		Gm3496
ENSMUSG00000101937		Gm5268
ENSMUSG00000063172	Q9D6H2	Ift25
ENSMUSG00000039630	Q8VEK3	Hnrnpu
ENSMUSG00000014873	Q4VAF7	Surf2
ENSMUSG00000014873	P09926	Surf2
ENSMUSG00000029613	Q9Z2R9	Eif2ak1
ENSMUSG00000119021		Mir344h-1
ENSMUSG00000119456		Mir344h-2
ENSMUSG00000065667		Gm22576
ENSMUSG00002075559		Gm54962
ENSMUSG00000092921		Mir344b
ENSMUSG00000051989	Q99J19	Smim11
ENSMUSG00000077107		Mir344c
ENSMUSG00000038646	D3YZS0	Ramac
ENSMUSG00000038646	Q9CQY2	Ramac
ENSMUSG00000112259		Gm17980
ENSMUSG00000112715		Gm48476
ENSMUSG00000039552	Q8BYM7	Rsph4a
ENSMUSG00000005483	Q3TU79	Dnajb1
ENSMUSG00000005483	Q3TYL7	Dnajb1
ENSMUSG00000005483	Q9QYJ3	Dnajb1
ENSMUSG00000086716		Gm11629
ENSMUSG00000033031	D3Z7B5	Cip2a
ENSMUSG00000033031	Q8BWY9	Cip2a
ENSMUSG00000020781	B1ATA6	Tsen54
ENSMUSG00000020781	B0QZP4	Tsen54
ENSMUSG00000020781	Q8C2A2	Tsen54
ENSMUSG00000037519	B2RXQ2	Ppfia1
ENSMUSG00000037519	B2RXW8	Ppfia1
ENSMUSG00000037519	S4R1I7	Ppfia1
ENSMUSG00000082236		Gm11355
ENSMUSG00000020057	D3Z5R7	Dram1
ENSMUSG00000020057	D6RJL8	Dram1
ENSMUSG00000020057	Q9DC58	Dram1
ENSMUSG00000114646		Gm47888
ENSMUSG00000113274		Gm41002
ENSMUSG00000019433	A0A1D5RML2	Gipc1
ENSMUSG00000019433	A0A1D5RMN2	Gipc1
ENSMUSG00000019433	Q9Z0G0	Gipc1
ENSMUSG00000069189	A0A1Y7VLH9	Zdhhc11
ENSMUSG00000069189	A0A1Y7VP32	Zdhhc11
ENSMUSG00000069189	Q14AK4	Zdhhc11
ENSMUSG00000117406	Q52KG2	Ntn3
ENSMUSG00000117406	A0A3Q4EI17	Ntn3
ENSMUSG00000117406	Q9R1A3	Ntn3
ENSMUSG00000029469	D6RHM7	Ift81
ENSMUSG00000029469	D3Z5A8	Ift81
ENSMUSG00000029469	A0A0G2JGC3	Ift81
ENSMUSG00000029469	O35594	Ift81
ENSMUSG00000027460	Q3V0P7	Angpt4
ENSMUSG00000027460	Q9WVH6	Angpt4
ENSMUSG00000086770		Gm15351
ENSMUSG00000105030		Mir9768
ENSMUSG00000082682		Gm15349
ENSMUSG00000081951		Gm15352
ENSMUSG00000020064	A0A1W2P735	Herc4
ENSMUSG00000020064	Q6PAV2	Herc4
ENSMUSG00000077558		Gm23705
ENSMUSG00000083098		Gm14578
ENSMUSG00000103136		Gm37980
ENSMUSG00002075591		Gm54561
ENSMUSG00000065622		Gm24763
ENSMUSG00002075866		Gm54562
ENSMUSG00000081300		Gm14587
ENSMUSG00000082941		Gm12850
ENSMUSG00000114153		Gm48692
ENSMUSG00000082839		Gm14588
ENSMUSG00000083598		Gm14579
ENSMUSG00002075851		Gm54602
ENSMUSG00000113055		Gm48700
ENSMUSG00000078320	D3YU32	Tex13c1
ENSMUSG00000028979	Q91WP0	Masp2
ENSMUSG00000117790		Gm46652
ENSMUSG00000113884		Gm2270
ENSMUSG00000113539		Gm47684
ENSMUSG00000087004		Gm14154
ENSMUSG00000081856		Gm14580
ENSMUSG00000024118	Q6GQV0	Tedc2
ENSMUSG00000072437	Q80WY3	Nanos1
ENSMUSG00000113001		Gm40538
ENSMUSG00000051323	A2AGW4	Pcdh19
ENSMUSG00000051323	E9Q5E1	Pcdh19
ENSMUSG00000051323	Q80TF3	Pcdh19
ENSMUSG00000113023		Gm47686
ENSMUSG00000114032		Gm2139
ENSMUSG00000075127	A2AUS6	Or4p18
ENSMUSG00000095079		Igha
ENSMUSG00000024991	P23116	Eif3a
ENSMUSG00000080158		Gm14385
ENSMUSG00000088491		Mir1953
ENSMUSG00000082353		Vmn1r-ps1
ENSMUSG00000050600	A2ADM8	Zfp831
ENSMUSG00000021342	Q9CPQ0	Prl
ENSMUSG00000021342	Q9CPQ2	Prl
ENSMUSG00000021342	P06879	Prl
ENSMUSG00000097157		Gm26512
ENSMUSG00000081836	Q0VB29	Or4p19
ENSMUSG00000031626	D3YY43	Sorbs2
ENSMUSG00000031626	A0A5F8MPQ4	Sorbs2
ENSMUSG00000031626	A0A1B0GRC3	Sorbs2
ENSMUSG00000031626	Z4YJR7	Sorbs2
ENSMUSG00000031626	B9EKP8	Sorbs2
ENSMUSG00000031626	D3YUT0	Sorbs2
ENSMUSG00000031626	B7ZWM6	Sorbs2
ENSMUSG00000031626	A0A1B0GSU3	Sorbs2
ENSMUSG00000031626	D3Z203	Sorbs2
ENSMUSG00000031626	B2RXQ9	Sorbs2
ENSMUSG00000031626	D3Z0N2	Sorbs2
ENSMUSG00000031626	D3YTN2	Sorbs2
ENSMUSG00000031626	D3Z2C7	Sorbs2
ENSMUSG00000031626	A0A0R4J1X5	Sorbs2
ENSMUSG00000031626	A0A1B0GRL6	Sorbs2
ENSMUSG00000031626	D3Z080	Sorbs2
ENSMUSG00000031626	A0A0R4J1T1	Sorbs2
ENSMUSG00000031626	D3Z0E9	Sorbs2
ENSMUSG00000031626	A0A0R4J1W0	Sorbs2
ENSMUSG00000031626	D3Z4W6	Sorbs2
ENSMUSG00000075125	Q7TR18	Or4p20
ENSMUSG00000087642		Ighe
ENSMUSG00000090097	Q7TR17	Or4p21
ENSMUSG00000097071		4930544I03Rik
ENSMUSG00000064548		n-R5s65
ENSMUSG00000089439		Gm23195
ENSMUSG00000113806		Gm47688
ENSMUSG00000113747		1700105G05Rik
ENSMUSG00000076612		Ighg2c
ENSMUSG00000014867	Q545Q2	Surf4
ENSMUSG00000014867	E0CXD9	Surf4
ENSMUSG00000014867	Q64310	Surf4
ENSMUSG00002076394		Gm54563
ENSMUSG00000076613		Ighg2b
ENSMUSG00000072082	A0A3Q4EI70	Ccnf
ENSMUSG00000072082	P51944	Ccnf
ENSMUSG00000081036		Gm14628
ENSMUSG00000081704		Gm14603
ENSMUSG00000092009	E9Q264	Myh15
ENSMUSG00000050926	Q8BGW4	Dcaf12l2
ENSMUSG00000034785	D6RCH6	Dio1
ENSMUSG00000034785	A0A0R4J1U2	Dio1
ENSMUSG00000034785	D3YVM7	Dio1
ENSMUSG00000034785	D6RDQ6	Dio1
ENSMUSG00000034785	D3YX15	Dio1
ENSMUSG00000113923		Gm10126
ENSMUSG00000021573	Q3URG1	Tppp
ENSMUSG00000021573	Q7TQD2	Tppp
ENSMUSG00000104897		Gm43203
ENSMUSG00000082775		Itpa-ps3
ENSMUSG00000080714		Gm14602
ENSMUSG00000097713		Gm7741
ENSMUSG00000102962		Gm37944
ENSMUSG00000045284	Q8CBW4	Dcaf12l1
ENSMUSG00000049372	A0A2I3BQA3	Or4c31
ENSMUSG00000049372	Q8VFF8	Or4c31
ENSMUSG00000027708	A0A0G2JEA2	Dcun1d1
ENSMUSG00000027708	A0A0G2JDN9	Dcun1d1
ENSMUSG00000027708	Q3UT23	Dcun1d1
ENSMUSG00000027708	A0A0G2JGV7	Dcun1d1
ENSMUSG00000027708	A0A0G2JFP2	Dcun1d1
ENSMUSG00000027708	A0A140T8R8	Dcun1d1
ENSMUSG00000027708	A0A1B0GXL7	Dcun1d1
ENSMUSG00000027708	Q9QZ73	Dcun1d1
ENSMUSG00000055884	A0A1Y7VKF2	Fancm
ENSMUSG00000055884	A0A1Y7VLB8	Fancm
ENSMUSG00000055884	Q8BGE5	Fancm
ENSMUSG00000027459	Q8R184	Fam110a
ENSMUSG00000080966		Gm6263
ENSMUSG00000057170	Q8BNL4	Prl3d1
ENSMUSG00000057170	A0A286YC78	Prl3d1
ENSMUSG00000083721		Gm7700
ENSMUSG00000031250	Q9EP64	Tnmd
ENSMUSG00000118735		Mir3084-2
ENSMUSG00002075991		Snora19
ENSMUSG00002075125		Gm54606
ENSMUSG00000104279		Gm38300
ENSMUSG00000046324	G8JL46	Ermp1
ENSMUSG00000046324	F6TQS9	Ermp1
ENSMUSG00000046324	Q3UVK0	Ermp1
ENSMUSG00002075531		Gm54783
ENSMUSG00000064954		Gm24919
ENSMUSG00000038178	Q5ND24	Slc43a2
ENSMUSG00000038178	Q5ND25	Slc43a2
ENSMUSG00000038178	Q5ND23	Slc43a2
ENSMUSG00000038178	Q8CGA3	Slc43a2
ENSMUSG00000026495	Q9CQ46	Efcab2
ENSMUSG00000058176		Gm5407
ENSMUSG00000057375	A2A8S3	Yipf1
ENSMUSG00000057375	D3Z2S7	Yipf1
ENSMUSG00000057375	A2A8S2	Yipf1
ENSMUSG00000057375	Q91VU1	Yipf1
ENSMUSG00000116700		Gm18694
ENSMUSG00000116948		Gm4802
ENSMUSG00000097959		Gm6931
ENSMUSG00000040367	D3Z4M8	Lrrd1
ENSMUSG00000040367	Q8C0R9	Lrrd1
ENSMUSG00000116709		Gm49722
ENSMUSG00000062737	Q8CGZ8	Prl3d2
ENSMUSG00000062737	F6R3P9	Prl3d2
ENSMUSG00000022952	A0A087WR05	Runx1
ENSMUSG00000022952	A0A087WPL0	Runx1
ENSMUSG00000022952	Q3UM65	Runx1
ENSMUSG00000022952	G3UWD2	Runx1
ENSMUSG00000022952	G3X9W7	Runx1
ENSMUSG00000051424	Q8VG86	Or4p22
ENSMUSG00000032883	D3Z4I4	Acsl3
ENSMUSG00000032883	E9PUC2	Acsl3
ENSMUSG00000032883	Q9CZW4	Acsl3
ENSMUSG00000057735	F6XP16	Or4c99
ENSMUSG00000037086	A2AFE9	Prr32
ENSMUSG00000050530	A2ATK9	Fam171a1
ENSMUSG00000050530	A2ATK8	Fam171a1
ENSMUSG00000050530	A2ATL0	Fam171a1
ENSMUSG00000050530	A2ATL1	Fam171a1
ENSMUSG00000080764		Gm14606
ENSMUSG00000081129		Gm14605
ENSMUSG00000104699		Rps4x-ps
ENSMUSG00000082886		Gm5386
ENSMUSG00000062201	Q8CGZ7	Prl3d3
ENSMUSG00000062201	A0A0M6L0J6	Prl3d3
ENSMUSG00000105815		Gm43541
ENSMUSG00000084158		Gm14652
ENSMUSG00000105430		Gm43301
ENSMUSG00000119236		Gm25078
ENSMUSG00000084000		Gm14653
ENSMUSG00000040429	Q8CHZ9	Mterf1a
ENSMUSG00000085157		4930515L19Rik
ENSMUSG00000046615	Q9D9J3	Actrt1
ENSMUSG00000030741	D6REG2	Spns1
ENSMUSG00000030741	D3YWA9	Spns1
ENSMUSG00000030741	D3YTR6	Spns1
ENSMUSG00000030741	A0A0U1RNZ2	Spns1
ENSMUSG00000030741	D3YWU4	Spns1
ENSMUSG00000030741	A0A0U1RPY3	Spns1
ENSMUSG00000030741	Q8R0G7	Spns1
ENSMUSG00000081551		Gm14654
ENSMUSG00000063816		Gm4987
ENSMUSG00000101233		Gm29242
ENSMUSG00000082204		Gm7722
ENSMUSG00000083499		Gm14609
ENSMUSG00000082426		Gm14610
ENSMUSG00000083094		Gm4908
ENSMUSG00000084348		Gm14608
ENSMUSG00000082894		Gm6480
ENSMUSG00000017922	Q0VBM3	Prl3c1
ENSMUSG00000017922	Z4YL38	Prl3c1
ENSMUSG00000017922	Q9QUN5	Prl3c1
ENSMUSG00000067377	H3BJJ0	Tspan6
ENSMUSG00000067377	H3BL26	Tspan6
ENSMUSG00000067377	Q99L96	Tspan6
ENSMUSG00000029209	D6RCJ1	Gnpda2
ENSMUSG00000029209	D3YWR1	Gnpda2
ENSMUSG00000029209	Q9CRC9	Gnpda2
ENSMUSG00000097139		Gm26626
ENSMUSG00000037966	D3YW25	Ninj1
ENSMUSG00000037966	D6RFN5	Ninj1
ENSMUSG00000037966	Q3TXT8	Ninj1
ENSMUSG00000037966	O70131	Ninj1
ENSMUSG00000116805		Gm49723
ENSMUSG00002075263		Gm54553
ENSMUSG00000032965	B2RQZ0	Ift57
ENSMUSG00000032965	Q8BXG3	Ift57
ENSMUSG00000028243	Q0KL01	Ubxn2b
ENSMUSG00000038891	Q5SZY3	Prl3b1
ENSMUSG00000038891	A0A286YCU9	Prl3b1
ENSMUSG00000038891	P09586	Prl3b1
ENSMUSG00000084875		4930570D08Rik
ENSMUSG00000093270		Mir5134
ENSMUSG00000099123		Mir6965
ENSMUSG00000082882	Q7TR16	Or4c100
ENSMUSG00000112411		Gm19337
ENSMUSG00000031253	Q8R054	Srpx2
ENSMUSG00000112759		Gm47615
ENSMUSG00000035435	A0A3Q4ECA2	Abca17
ENSMUSG00000035435	E9PX95	Abca17
ENSMUSG00000096991		Gm26789
ENSMUSG00000035311	D6RJ30	Gnptab
ENSMUSG00000035311	D3Z1C3	Gnptab
ENSMUSG00000035311	D3YXC6	Gnptab
ENSMUSG00000035311	Q69ZN6	Gnptab
ENSMUSG00000068810		Or4ac1-ps1
ENSMUSG00000032036	A0A0R4J2C0	Kirrel3
ENSMUSG00000032036	A0A087WNM9	Kirrel3
ENSMUSG00000032036	G5E8B6	Kirrel3
ENSMUSG00000032036	A0A087WPC0	Kirrel3
ENSMUSG00000049897	B0R044	Stkld1
ENSMUSG00000049897	Q80YS9	Stkld1
ENSMUSG00000017404	Q5I0T8	Rpl19
ENSMUSG00000017404	A2A547	Rpl19
ENSMUSG00000017404	P84099	Rpl19
ENSMUSG00000024806	Q2TA50	Mlana
ENSMUSG00000024806	A0A494BBN3	Mlana
ENSMUSG00000021572	A0A1Y7VJU1	Cep72
ENSMUSG00000021572	A0A1Y7VNS5	Cep72
ENSMUSG00000021572	A0A1Y7VNL4	Cep72
ENSMUSG00000021572	Q9D3R3	Cep72
ENSMUSG00000096654		Mup-ps29
ENSMUSG00000083293		Mup-ps28
ENSMUSG00000078686	A2CGB6	Mup9
ENSMUSG00000078686	A2BIN0	Mup9
ENSMUSG00000078686	A9C496	Mup9
ENSMUSG00000078686	P02762	Mup9
ENSMUSG00000085655		Gm15952
ENSMUSG00000112992		Gm47869
ENSMUSG00000105095		8430422M14Rik
ENSMUSG00000076614		Ighg1
ENSMUSG00000024940	A0A494BAW3	Ltbp3
ENSMUSG00000024940	Q61810	Ltbp3
ENSMUSG00000033981	A0A0A6YW90	Gria2
ENSMUSG00000033981	G5E8H1	Gria2
ENSMUSG00000033981	E9QKC0	Gria2
ENSMUSG00000026480	A0A087WPH0	Ncf2
ENSMUSG00000026480	O70145	Ncf2
ENSMUSG00000108666		Gm44538
ENSMUSG00000107181		Gm17768
ENSMUSG00000108492		Rpl18a-ps4
ENSMUSG00000061286	A0A0U1RPC2	Exosc5
ENSMUSG00000061286	A0A0U1RPX0	Exosc5
ENSMUSG00000061286	Q9CRA8	Exosc5
ENSMUSG00000078685		Mup-ps4
ENSMUSG00000094202		Mup-ps26
ENSMUSG00000078683	A2CEL1	Mup1
ENSMUSG00000078683	A2CEK9	Mup1
ENSMUSG00000078683	A2CEL0	Mup1
ENSMUSG00000027463	Q9D6X5	Slc52a3
ENSMUSG00000093100		Mir3971
ENSMUSG00002076889		Gm54878
ENSMUSG00000017400	Q8R1B0	Stac2
ENSMUSG00000008845	B7ZMW6	Cd163
ENSMUSG00000008845	Q2VLH6	Cd163
ENSMUSG00000076615		Ighg3
ENSMUSG00000076457		Mir802
ENSMUSG00000087066		Gm15518
ENSMUSG00000099968		1700029J03Rik
ENSMUSG00000090726		Gm17421
ENSMUSG00000104218		Gm9134
ENSMUSG00000031099	Q8BS67	Smarca1
ENSMUSG00000031099	F6QS43	Smarca1
ENSMUSG00000031099	F6Z6F4	Smarca1
ENSMUSG00000031099	Q6PGB8	Smarca1
ENSMUSG00000103198		Gm9136
ENSMUSG00000071952		Gm10351
ENSMUSG00000102832		Gm5190
ENSMUSG00000116595		Gm30695
ENSMUSG00000104213		Ighd
ENSMUSG00000064194	Q3ULA8	Zfp936
ENSMUSG00000064194	A0A0J9YUI0	Zfp936
ENSMUSG00000064194	A0A0U1RPI9	Zfp936
ENSMUSG00000064194	F6QN44	Zfp936
ENSMUSG00000022759	Q14BP6	Lrrc74b
ENSMUSG00002075073		Gm54667
ENSMUSG00000037649	A0A494BAR2	H2-DMa
ENSMUSG00000037649	Q31621	H2-DMa
ENSMUSG00000086253		Gm13773
ENSMUSG00000094222		Mup-ps6
ENSMUSG00000030722	O09130	Nfatc2ip
ENSMUSG00000076617		Ighm
ENSMUSG00000084079		Gm11631
ENSMUSG00000085088		4931413K12Rik
ENSMUSG00000094235		Mup-ps24
ENSMUSG00000078680	A2BIN1	Mup10
ENSMUSG00000081485		Gm12338
ENSMUSG00000020883	A2A550	Fbxl20
ENSMUSG00000020883	A2A536	Fbxl20
ENSMUSG00000020883	A2A533	Fbxl20
ENSMUSG00000020883	Q9CZV8	Fbxl20
ENSMUSG00000080566		Gm26044
ENSMUSG00000038883	Q78Y73	Prl3a1
ENSMUSG00000084579		Gm23661
ENSMUSG00000106284		Gm43139
ENSMUSG00000088863		Gm23067
ENSMUSG00000118789		Gm26072
ENSMUSG00000106613		Gm42652
ENSMUSG00000106549		Gm42653
ENSMUSG00002075914		Gm54570
ENSMUSG00002075660		Gm54571
ENSMUSG00002074884		Gm54572
ENSMUSG00002076091		Gm54573
ENSMUSG00000113387		Gm31508
ENSMUSG00000040407	H3BLL7	Akap9
ENSMUSG00000040407	A0A571BE77	Akap9
ENSMUSG00000040407	E9QQ10	Akap9
ENSMUSG00000040407	A0A140T8S1	Akap9
ENSMUSG00002076657		Gm54574
ENSMUSG00000082868		Mup-ps5
ENSMUSG00000113544		4833405L11Rik
ENSMUSG00000073834	A2BIN0	Mup11
ENSMUSG00000073834	P04938	Mup11
ENSMUSG00000073834	A2BIM8	Mup11
ENSMUSG00000085946		AA387200
ENSMUSG00000113986		Gm31333
ENSMUSG00000060257	Q8BTH6	Scrt2
ENSMUSG00000086698		4930511O05Rik
ENSMUSG00002075127		Gm54989
ENSMUSG00000108420		Gm45141
ENSMUSG00000112776		Gm6989
ENSMUSG00000117895		Gm50368
ENSMUSG00000118612		Gm53000
ENSMUSG00000070526	Q9WVA7	Peg12
ENSMUSG00000065402		Mir122
ENSMUSG00000083096		Gm11356
ENSMUSG00000032802	A2AQU8	Srxn1
ENSMUSG00000047534	A0A1Y7VN23	Mis18bp1
ENSMUSG00000047534	A0A1Y7VMX3	Mis18bp1
ENSMUSG00000047534	Q80WQ8	Mis18bp1
ENSMUSG00000032845	A0A494BAB8	Alpk2
ENSMUSG00000032845	Q91ZB0	Alpk2
ENSMUSG00000037960	B2RV71	Card19
ENSMUSG00000037960	Q9D1I2	Card19
ENSMUSG00000072460		Atp5l-ps1
ENSMUSG00000061702	D3Z7E7	Tmem91
ENSMUSG00000061702	D3Z7E8	Tmem91
ENSMUSG00000061702	Q8C581	Tmem91
ENSMUSG00000075119	Q7TR13	Or4a27
ENSMUSG00000087429		Gm16235
ENSMUSG00000052406	A2ALB1	Rexo4
ENSMUSG00000052406	A2ALB2	Rexo4
ENSMUSG00000052406	Q6PAQ4	Rexo4
ENSMUSG00000039531	A0A1W2P761	Zup1
ENSMUSG00000039531	A0A1W2P6E9	Zup1
ENSMUSG00000039531	A0A1W2P714	Zup1
ENSMUSG00000039531	A0A1W2P7K8	Zup1
ENSMUSG00000039531	Q3T9Z9	Zup1
ENSMUSG00000024130	Q6AXE3	Abca3
ENSMUSG00000024130	Q8R420	Abca3
ENSMUSG00000094743		Mup-ps7
ENSMUSG00000063439	A0A0U1RNW5	B9d2
